Item,date,daily_total_sales
Donut,2023-06-04,12.0
Donut,2023-06-05,2.0
Donut,2023-06-06,22.0
Donut,2023-06-07,4.0
Donut,2023-06-08,18.0
Donut,2023-06-09,24.0
Donut,2023-06-10,4.0
Donut,2023-06-11,0.0
Donut,2023-06-12,10.0
Donut,2023-06-13,10.0
Donut,2023-06-14,18.0
Donut,2023-06-15,30.0
Donut,2023-06-16,4.0
Donut,2023-06-17,12.0
Donut,2023-06-18,10.0
Donut,2023-06-19,10.0
Donut,2023-06-20,18.0
Donut,2023-06-21,10.0
Donut,2023-06-22,28.0
Donut,2023-06-23,20.0
Donut,2023-06-24,8.0
Donut,2023-06-25,10.0
Donut,2023-06-26,4.0
Donut,2023-06-27,6.0
Donut,2023-06-28,28.0
Donut,2023-06-29,14.0
Donut,2023-06-30,28.0
Donut,2023-07-01,2.0
Donut,2023-07-02,4.0
Donut,2023-07-03,8.0
Donut,2023-07-04,14.0
Donut,2023-07-05,28.0
Donut,2023-07-06,12.0
Donut,2023-07-07,4.0
Donut,2023-07-08,8.0
Donut,2023-07-09,12.0
Donut,2023-07-10,12.0
Donut,2023-07-11,14.0
Donut,2023-07-12,10.0
Donut,2023-07-13,10.0
Donut,2023-07-14,18.0
Donut,2023-07-15,0.0
Donut,2023-07-16,2.0
Donut,2023-07-17,16.0
Donut,2023-07-18,20.0
Donut,2023-07-19,4.0
Donut,2023-07-20,20.0
Donut,2023-07-21,14.0
Donut,2023-07-22,0.0
Donut,2023-07-23,0.0
Donut,2023-07-24,18.0
Donut,2023-07-25,18.0
Donut,2023-07-26,18.0
Donut,2023-07-27,6.0
Donut,2023-07-28,24.0
Donut,2023-07-29,4.0
Donut,2023-07-30,8.0
Donut,2023-07-31,20.0
Donut,2023-08-01,38.0
Donut,2023-08-02,14.0
Donut,2023-08-03,12.0
Donut,2023-08-04,12.0
Donut,2023-08-05,0.0
Donut,2023-08-06,26.0
Donut,2023-08-07,24.0
Donut,2023-08-08,10.0
Donut,2023-08-09,20.0
Donut,2023-08-10,22.0
Donut,2023-08-11,14.0
Donut,2023-08-12,4.0
Donut,2023-08-13,4.0
Donut,2023-08-14,0.0
Donut,2023-08-15,6.0
Donut,2023-08-16,30.0
Donut,2023-08-17,18.0
Donut,2023-08-18,16.0
Donut,2023-08-19,22.0
Donut,2023-08-20,8.0
Donut,2023-08-21,12.0
Donut,2023-08-22,6.0
Donut,2023-08-23,14.0
Donut,2023-08-24,6.0
Donut,2023-08-25,4.0
Donut,2023-08-26,0.0
Donut,2023-08-27,0.0
Donut,2023-08-28,18.0
Donut,2023-08-29,24.0
Donut,2023-08-30,4.0
Donut,2023-08-31,18.0
Donut,2023-09-01,30.0
Donut,2023-09-02,6.0
Donut,2023-09-03,4.0
Donut,2023-09-04,22.0
Donut,2023-09-05,10.0
Donut,2023-09-06,24.0
Donut,2023-09-07,4.0
Donut,2023-09-08,6.0
Donut,2023-09-09,0.0
Donut,2023-09-10,4.0
Donut,2023-09-11,10.0
Donut,2023-09-12,14.0
Donut,2023-09-13,16.0
Donut,2023-09-14,20.0
Donut,2023-09-15,14.0
Donut,2023-09-16,6.0
Donut,2023-09-17,6.0
Donut,2023-09-18,10.0
Donut,2023-09-19,26.0
Donut,2023-09-20,16.0
Donut,2023-09-21,18.0
Donut,2023-09-22,10.0
Donut,2023-09-23,8.0
Donut,2023-09-24,0.0
Donut,2023-09-25,10.0
Donut,2023-09-26,8.0
Donut,2023-09-27,32.0
Donut,2023-09-28,20.0
Donut,2023-09-29,14.0
Donut,2023-09-30,0.0
Donut,2023-10-01,0.0
Donut,2023-10-02,12.0
Donut,2023-10-03,16.0
Donut,2023-10-04,12.0
Donut,2023-10-05,14.0
Donut,2023-10-06,4.0
Donut,2023-10-07,6.0
Donut,2023-10-08,16.0
Donut,2023-10-09,30.0
Donut,2023-10-10,4.0
Donut,2023-10-11,12.0
Donut,2023-10-12,10.0
Donut,2023-10-13,14.0
Donut,2023-10-14,2.0
Donut,2023-10-15,8.0
Donut,2023-10-16,10.0
Donut,2023-10-17,4.0
Donut,2023-10-18,30.0
Donut,2023-10-19,14.0
Donut,2023-10-20,14.0
Donut,2023-10-21,0.0
Donut,2023-10-22,2.0
Donut,2023-10-23,18.0
Donut,2023-10-24,4.0
Donut,2023-10-25,22.0
Donut,2023-10-26,22.0
Donut,2023-10-27,20.0
Donut,2023-10-28,24.0
Donut,2023-10-29,2.0
Donut,2023-10-30,16.0
Donut,2023-10-31,10.0
Donut,2023-11-01,12.0
Donut,2023-11-02,18.0
Donut,2023-11-03,6.0
Donut,2023-11-04,0.0
Donut,2023-11-05,6.0
Donut,2023-11-06,12.0
Donut,2023-11-07,18.0
Donut,2023-11-08,6.0
Donut,2023-11-09,24.0
Donut,2023-11-10,18.0
Donut,2023-11-11,2.0
Donut,2023-11-12,10.0
Donut,2023-11-13,10.0
Donut,2023-11-14,10.0
Donut,2023-11-15,0.0
Donut,2023-11-16,0.0
Donut,2023-11-17,6.0
Donut,2023-11-18,2.0
Donut,2023-11-19,0.0
Donut,2023-11-20,4.0
Donut,2023-11-21,6.0
Donut,2023-11-22,14.0
Donut,2023-11-23,10.0
Donut,2023-11-24,18.0
Donut,2023-11-25,4.0
Donut,2023-11-26,4.0
Donut,2023-11-27,8.0
Donut,2023-11-28,10.0
Donut,2023-11-29,6.0
Donut,2023-11-30,4.0
Donut,2023-12-01,2.0
Donut,2023-12-02,6.0
Donut,2023-12-03,0.0
Donut,2023-12-04,20.0
Donut,2023-12-05,18.0
Donut,2023-12-06,26.0
Donut,2023-12-07,28.0
Donut,2023-12-08,42.0
Donut,2023-12-09,0.0
Donut,2023-12-10,0.0
Donut,2023-12-11,16.0
Donut,2023-12-12,28.0
Donut,2023-12-13,30.0
Donut,2023-12-14,2.0
Donut,2023-12-15,2.0
Donut,2023-12-16,12.0
Donut,2023-12-17,8.0
Donut,2023-12-18,8.0
Donut,2023-12-19,4.0
Donut,2023-12-20,14.0
Donut,2023-12-21,2.0
Donut,2023-12-22,36.0
Donut,2023-12-23,10.0
Donut,2023-12-24,2.0
Donut,2023-12-25,12.0
Donut,2023-12-26,12.0
Donut,2023-12-27,8.0
Donut,2023-12-28,8.0
Donut,2023-12-29,22.0
Donut,2023-12-30,2.0
Donut,2023-12-31,6.0
Juice,2023-01-02,9.0
Juice,2023-01-03,13.5
Juice,2023-01-04,22.5
Juice,2023-01-05,0.0
Juice,2023-01-06,4.5
Juice,2023-01-07,9.0
Juice,2023-01-08,0.0
Juice,2023-01-09,0.0
Juice,2023-01-10,4.5
Juice,2023-01-11,13.5
Juice,2023-01-12,9.0
Juice,2023-01-13,0.0
Juice,2023-01-14,0.0
Juice,2023-01-15,0.0
Juice,2023-01-16,13.5
Juice,2023-01-17,9.0
Juice,2023-01-18,18.0
Juice,2023-01-19,22.5
Juice,2023-01-20,0.0
Juice,2023-01-21,0.0
Juice,2023-01-22,0.0
Juice,2023-01-23,18.0
Juice,2023-01-24,0.0
Juice,2023-01-25,22.5
Juice,2023-01-26,0.0
Juice,2023-01-27,18.0
Juice,2023-01-28,0.0
Juice,2023-01-29,0.0
Juice,2023-01-30,0.0
Juice,2023-01-31,22.5
Juice,2023-02-01,13.5
Juice,2023-02-02,4.5
Juice,2023-02-03,0.0
Juice,2023-02-04,0.0
Juice,2023-02-05,4.5
Juice,2023-02-06,9.0
Juice,2023-02-07,4.5
Juice,2023-02-08,13.5
Juice,2023-02-09,9.0
Juice,2023-02-10,22.5
Juice,2023-02-11,0.0
Juice,2023-02-12,9.0
Juice,2023-02-13,22.5
Juice,2023-02-14,18.0
Juice,2023-02-15,0.0
Juice,2023-02-16,4.5
Juice,2023-02-17,13.5
Juice,2023-02-18,0.0
Juice,2023-02-19,18.0
Juice,2023-02-20,13.5
Juice,2023-02-21,0.0
Juice,2023-02-22,13.5
Juice,2023-02-23,0.0
Juice,2023-02-24,13.5
Juice,2023-02-25,0.0
Juice,2023-02-26,4.5
Juice,2023-02-27,4.5
Juice,2023-02-28,0.0
Juice,2023-03-01,9.0
Juice,2023-03-02,22.5
Juice,2023-03-03,22.5
Juice,2023-03-04,0.0
Juice,2023-03-05,4.5
Juice,2023-03-06,18.0
Juice,2023-03-07,0.0
Juice,2023-03-08,9.0
Juice,2023-03-09,36.0
Juice,2023-03-10,13.5
Juice,2023-03-11,0.0
Juice,2023-03-12,9.0
Juice,2023-03-13,22.5
Juice,2023-03-14,40.5
Juice,2023-03-15,9.0
Juice,2023-03-16,0.0
Juice,2023-03-17,13.5
Juice,2023-03-18,13.5
Juice,2023-03-19,0.0
Juice,2023-03-20,9.0
Juice,2023-03-21,4.5
Juice,2023-03-22,13.5
Juice,2023-03-23,22.5
Juice,2023-03-24,18.0
Juice,2023-03-25,13.5
Juice,2023-03-26,9.0
Juice,2023-03-27,27.0
Juice,2023-03-28,36.0
Juice,2023-03-29,27.0
Juice,2023-03-30,40.5
Juice,2023-03-31,22.5
Juice,2023-04-01,0.0
Juice,2023-04-02,31.5
Juice,2023-04-03,18.0
Juice,2023-04-04,13.5
Juice,2023-04-05,4.5
Juice,2023-04-06,36.0
Juice,2023-04-07,9.0
Juice,2023-04-08,27.0
Juice,2023-04-09,9.0
Juice,2023-04-10,18.0
Juice,2023-04-11,4.5
Juice,2023-04-12,27.0
Juice,2023-04-13,4.5
Juice,2023-04-14,76.5
Juice,2023-04-15,0.0
Juice,2023-04-16,4.5
Juice,2023-04-17,40.5
Juice,2023-04-18,18.0
Juice,2023-04-19,54.0
Juice,2023-04-20,31.5
Juice,2023-04-21,9.0
Juice,2023-04-22,0.0
Juice,2023-04-23,18.0
Juice,2023-04-24,4.5
Juice,2023-04-25,54.0
Juice,2023-04-26,22.5
Juice,2023-04-27,9.0
Juice,2023-04-28,31.5
Juice,2023-04-29,0.0
Juice,2023-04-30,4.5
Juice,2023-05-01,18.0
Juice,2023-05-02,13.5
Juice,2023-05-03,0.0
Juice,2023-05-04,31.5
Juice,2023-05-05,27.0
Juice,2023-05-06,0.0
Juice,2023-05-07,4.5
Juice,2023-05-08,4.5
Juice,2023-05-09,27.0
Juice,2023-05-10,4.5
Juice,2023-05-11,9.0
Juice,2023-05-12,18.0
Juice,2023-05-13,27.0
Juice,2023-05-14,0.0
Juice,2023-05-15,13.5
Juice,2023-05-16,0.0
Juice,2023-05-17,9.0
Juice,2023-05-18,18.0
Juice,2023-05-19,0.0
Juice,2023-05-20,0.0
Juice,2023-05-21,0.0
Juice,2023-05-22,49.5
Juice,2023-05-23,4.5
Juice,2023-05-24,49.5
Juice,2023-05-25,31.5
Juice,2023-05-26,36.0
Juice,2023-05-27,0.0
Juice,2023-05-28,0.0
Juice,2023-05-29,27.0
Juice,2023-05-30,4.5
Juice,2023-05-31,9.0
Juice,2023-06-01,4.5
Juice,2023-06-02,58.5
Juice,2023-06-03,13.5
Juice,2023-06-04,9.0
Juice,2023-06-05,9.0
Juice,2023-06-06,18.0
Juice,2023-06-07,18.0
Juice,2023-06-08,0.0
Juice,2023-06-09,58.5
Juice,2023-06-10,9.0
Juice,2023-06-11,22.5
Juice,2023-06-12,36.0
Juice,2023-06-13,67.5
Juice,2023-06-14,54.0
Juice,2023-06-15,58.5
Juice,2023-06-16,45.0
Juice,2023-06-17,18.0
Juice,2023-06-18,63.0
Juice,2023-06-19,45.0
Juice,2023-06-20,13.5
Juice,2023-06-21,13.5
Juice,2023-06-22,31.5
Juice,2023-06-23,22.5
Juice,2023-06-24,9.0
Juice,2023-06-25,0.0
Juice,2023-06-26,27.0
Juice,2023-06-27,27.0
Juice,2023-06-28,40.5
Juice,2023-06-29,85.5
Juice,2023-06-30,36.0
Juice,2023-07-01,18.0
Juice,2023-07-02,13.5
Juice,2023-07-03,54.0
Juice,2023-07-04,40.5
Juice,2023-07-05,4.5
Juice,2023-07-06,18.0
Juice,2023-07-07,45.0
Juice,2023-07-08,22.5
Juice,2023-07-09,9.0
Juice,2023-07-10,27.0
Juice,2023-07-11,40.5
Juice,2023-07-12,22.5
Juice,2023-07-13,27.0
Juice,2023-07-14,40.5
Juice,2023-07-15,45.0
Juice,2023-07-16,9.0
Juice,2023-07-17,18.0
Juice,2023-07-18,27.0
Juice,2023-07-19,36.0
Juice,2023-07-20,27.0
Juice,2023-07-21,36.0
Juice,2023-07-22,0.0
Juice,2023-07-23,0.0
Juice,2023-07-24,63.0
Juice,2023-07-25,36.0
Juice,2023-07-26,36.0
Juice,2023-07-27,45.0
Juice,2023-07-28,31.5
Juice,2023-07-29,9.0
Juice,2023-07-30,18.0
Juice,2023-07-31,36.0
Juice,2023-08-01,45.0
Juice,2023-08-02,0.0
Juice,2023-08-03,13.5
Juice,2023-08-04,45.0
Juice,2023-08-05,0.0
Juice,2023-08-06,9.0
Juice,2023-08-07,22.5
Juice,2023-08-08,13.5
Juice,2023-08-09,31.5
Juice,2023-08-10,0.0
Juice,2023-08-11,31.5
Juice,2023-08-12,4.5
Juice,2023-08-13,31.5
Juice,2023-08-14,18.0
Juice,2023-08-15,40.5
Juice,2023-08-16,27.0
Juice,2023-08-17,49.5
Juice,2023-08-18,45.0
Juice,2023-08-19,13.5
Juice,2023-08-20,27.0
Juice,2023-08-21,4.5
Juice,2023-08-22,31.5
Juice,2023-08-23,18.0
Juice,2023-08-24,54.0
Juice,2023-08-25,49.5
Juice,2023-08-26,0.0
Juice,2023-08-27,9.0
Juice,2023-08-28,18.0
Juice,2023-08-29,36.0
Juice,2023-08-30,49.5
Juice,2023-08-31,45.0
Juice,2023-09-01,13.5
Juice,2023-09-02,18.0
Juice,2023-09-03,4.5
Juice,2023-09-04,9.0
Juice,2023-09-05,27.0
Juice,2023-09-06,18.0
Juice,2023-09-07,9.0
Juice,2023-09-08,0.0
Juice,2023-09-09,0.0
Juice,2023-09-10,0.0
Juice,2023-09-11,36.0
Juice,2023-09-12,18.0
Juice,2023-09-13,0.0
Juice,2023-09-14,0.0
Juice,2023-09-15,22.5
Juice,2023-09-16,18.0
Juice,2023-09-17,9.0
Juice,2023-09-18,22.5
Juice,2023-09-19,4.5
Juice,2023-09-20,36.0
Juice,2023-09-21,40.5
Juice,2023-09-22,18.0
Juice,2023-09-23,9.0
Juice,2023-09-24,0.0
Juice,2023-09-25,18.0
Juice,2023-09-26,4.5
Juice,2023-09-27,4.5
Juice,2023-09-28,18.0
Juice,2023-09-29,36.0
Juice,2023-09-30,0.0
Juice,2023-10-01,22.5
Juice,2023-10-02,36.0
Juice,2023-10-03,0.0
Juice,2023-10-04,4.5
Juice,2023-10-05,13.5
Juice,2023-10-06,27.0
Juice,2023-10-07,0.0
Juice,2023-10-08,22.5
Juice,2023-10-09,0.0
Juice,2023-10-10,0.0
Juice,2023-10-11,18.0
Juice,2023-10-12,40.5
Juice,2023-10-13,9.0
Juice,2023-10-14,0.0
Juice,2023-10-15,0.0
Juice,2023-10-16,40.5
Juice,2023-10-17,22.5
Juice,2023-10-18,0.0
Juice,2023-10-19,18.0
Juice,2023-10-20,13.5
Juice,2023-10-21,27.0
Juice,2023-10-22,0.0
Juice,2023-10-23,9.0
Juice,2023-10-24,4.5
Juice,2023-10-25,4.5
Juice,2023-10-26,36.0
Juice,2023-10-27,22.5
Juice,2023-10-28,9.0
Juice,2023-10-29,0.0
Juice,2023-10-30,31.5
Juice,2023-10-31,0.0
Juice,2023-11-01,18.0
Juice,2023-11-02,0.0
Juice,2023-11-03,9.0
Juice,2023-11-04,0.0
Juice,2023-11-05,0.0
Juice,2023-11-06,18.0
Juice,2023-11-07,9.0
Juice,2023-11-08,0.0
Juice,2023-11-09,0.0
Juice,2023-11-10,4.5
Juice,2023-11-11,0.0
Juice,2023-11-12,0.0
Juice,2023-11-13,22.5
Juice,2023-11-14,9.0
Juice,2023-11-15,4.5
Juice,2023-11-16,4.5
Juice,2023-11-17,18.0
Juice,2023-11-18,0.0
Juice,2023-11-19,0.0
Juice,2023-11-20,13.5
Juice,2023-11-21,0.0
Juice,2023-11-22,18.0
Juice,2023-11-23,13.5
Juice,2023-11-24,9.0
Juice,2023-11-25,0.0
Juice,2023-11-26,0.0
Juice,2023-11-27,0.0
Juice,2023-11-28,31.5
Juice,2023-11-29,13.5
Juice,2023-11-30,4.5
Juice,2023-12-01,13.5
Juice,2023-12-02,4.5
Juice,2023-12-03,0.0
Juice,2023-12-04,0.0
Juice,2023-12-05,4.5
Juice,2023-12-06,0.0
Juice,2023-12-07,0.0
Juice,2023-12-08,4.5
Juice,2023-12-09,0.0
Juice,2023-12-10,0.0
Juice,2023-12-11,13.5
Juice,2023-12-12,22.5
Juice,2023-12-13,0.0
Juice,2023-12-14,13.5
Juice,2023-12-15,4.5
Juice,2023-12-16,0.0
Juice,2023-12-17,0.0
Juice,2023-12-18,9.0
Juice,2023-12-19,18.0
Juice,2023-12-20,0.0
Juice,2023-12-21,0.0
Juice,2023-12-22,13.5
Juice,2023-12-23,0.0
Juice,2023-12-24,0.0
Juice,2023-12-25,18.0
Juice,2023-12-26,22.5
Juice,2023-12-27,0.0
Juice,2023-12-28,0.0
Juice,2023-12-29,4.5
Refresher,2023-01-01,15.0
Refresher,2023-01-02,5.0
Refresher,2023-01-03,5.0
Refresher,2023-01-04,10.0
Refresher,2023-01-05,25.0
Refresher,2023-01-06,15.0
Refresher,2023-01-07,0.0
Refresher,2023-01-08,25.0
Refresher,2023-01-09,25.0
Refresher,2023-01-10,30.0
Refresher,2023-01-11,35.0
Refresher,2023-01-12,20.0
Refresher,2023-01-13,10.0
Refresher,2023-01-14,0.0
Refresher,2023-01-15,5.0
Refresher,2023-01-16,0.0
Refresher,2023-01-17,15.0
Refresher,2023-01-18,5.0
Refresher,2023-01-19,25.0
Refresher,2023-01-20,5.0
Refresher,2023-01-21,5.0
Refresher,2023-01-22,0.0
Refresher,2023-01-23,35.0
Refresher,2023-01-24,10.0
Refresher,2023-01-25,0.0
Refresher,2023-01-26,30.0
Refresher,2023-01-27,30.0
Refresher,2023-01-28,0.0
Refresher,2023-01-29,0.0
Refresher,2023-01-30,20.0
Refresher,2023-01-31,0.0
Refresher,2023-02-01,40.0
Refresher,2023-02-02,0.0
Refresher,2023-02-03,30.0
Refresher,2023-02-04,0.0
Refresher,2023-02-05,15.0
Refresher,2023-02-06,35.0
Refresher,2023-02-07,25.0
Refresher,2023-02-08,20.0
Refresher,2023-02-09,40.0
Refresher,2023-02-10,25.0
Refresher,2023-02-11,10.0
Refresher,2023-02-12,0.0
Refresher,2023-02-13,15.0
Refresher,2023-02-14,10.0
Refresher,2023-02-15,0.0
Refresher,2023-02-16,30.0
Refresher,2023-02-17,20.0
Refresher,2023-02-18,5.0
Refresher,2023-02-19,0.0
Refresher,2023-02-20,15.0
Refresher,2023-02-21,20.0
Refresher,2023-02-22,0.0
Refresher,2023-02-23,25.0
Refresher,2023-02-24,45.0
Refresher,2023-02-25,0.0
Refresher,2023-02-26,0.0
Refresher,2023-02-27,30.0
Refresher,2023-02-28,25.0
Refresher,2023-03-01,25.0
Refresher,2023-03-02,20.0
Refresher,2023-03-03,0.0
Refresher,2023-03-04,0.0
Refresher,2023-03-05,0.0
Refresher,2023-03-06,65.0
Refresher,2023-03-07,15.0
Refresher,2023-03-08,30.0
Refresher,2023-03-09,35.0
Refresher,2023-03-10,10.0
Refresher,2023-03-11,15.0
Refresher,2023-03-12,10.0
Refresher,2023-03-13,25.0
Refresher,2023-03-14,15.0
Refresher,2023-03-15,25.0
Refresher,2023-03-16,5.0
Refresher,2023-03-17,35.0
Refresher,2023-03-18,5.0
Refresher,2023-03-19,0.0
Refresher,2023-03-20,0.0
Refresher,2023-03-21,35.0
Refresher,2023-03-22,0.0
Refresher,2023-03-23,30.0
Refresher,2023-03-24,20.0
Refresher,2023-03-25,0.0
Refresher,2023-03-26,0.0
Refresher,2023-03-27,35.0
Refresher,2023-03-28,35.0
Refresher,2023-03-29,0.0
Refresher,2023-03-30,20.0
Refresher,2023-03-31,30.0
Refresher,2023-04-01,0.0
Refresher,2023-04-02,10.0
Refresher,2023-04-03,15.0
Refresher,2023-04-04,60.0
Refresher,2023-04-05,15.0
Refresher,2023-04-06,30.0
Refresher,2023-04-07,30.0
Refresher,2023-04-08,0.0
Refresher,2023-04-09,0.0
Refresher,2023-04-10,45.0
Refresher,2023-04-11,25.0
Refresher,2023-04-12,20.0
Refresher,2023-04-13,25.0
Refresher,2023-04-14,40.0
Refresher,2023-04-15,10.0
Refresher,2023-04-16,0.0
Refresher,2023-04-17,20.0
Refresher,2023-04-18,15.0
Refresher,2023-04-19,25.0
Refresher,2023-04-20,0.0
Refresher,2023-04-21,45.0
Refresher,2023-04-22,20.0
Refresher,2023-04-23,0.0
Refresher,2023-04-24,55.0
Refresher,2023-04-25,40.0
Refresher,2023-04-26,15.0
Refresher,2023-04-27,25.0
Refresher,2023-04-28,50.0
Refresher,2023-04-29,0.0
Refresher,2023-04-30,5.0
Refresher,2023-05-01,10.0
Refresher,2023-05-02,30.0
Refresher,2023-05-03,0.0
Refresher,2023-05-04,30.0
Refresher,2023-05-05,45.0
Refresher,2023-05-06,20.0
Refresher,2023-05-07,0.0
Refresher,2023-05-08,20.0
Refresher,2023-05-09,20.0
Refresher,2023-05-10,20.0
Refresher,2023-05-11,5.0
Refresher,2023-05-12,25.0
Refresher,2023-05-13,0.0
Refresher,2023-05-14,0.0
Refresher,2023-05-15,40.0
Refresher,2023-05-16,15.0
Refresher,2023-05-17,25.0
Refresher,2023-05-18,10.0
Refresher,2023-05-19,5.0
Refresher,2023-05-20,0.0
Refresher,2023-05-21,5.0
Refresher,2023-05-22,45.0
Refresher,2023-05-23,30.0
Refresher,2023-05-24,10.0
Refresher,2023-05-25,0.0
Refresher,2023-05-26,15.0
Refresher,2023-05-27,15.0
Refresher,2023-05-28,15.0
Refresher,2023-05-29,15.0
Refresher,2023-05-30,25.0
Refresher,2023-05-31,15.0
Refresher,2023-06-01,45.0
Refresher,2023-06-02,35.0
Refresher,2023-06-03,20.0
Refresher,2023-06-04,30.0
Refresher,2023-06-05,70.0
Refresher,2023-06-06,55.0
Refresher,2023-06-07,70.0
Refresher,2023-06-08,20.0
Refresher,2023-06-09,30.0
Refresher,2023-06-10,20.0
Refresher,2023-06-11,10.0
Refresher,2023-06-12,30.0
Refresher,2023-06-13,55.0
Refresher,2023-06-14,10.0
Refresher,2023-06-15,10.0
Refresher,2023-06-16,85.0
Refresher,2023-06-17,15.0
Refresher,2023-06-18,15.0
Refresher,2023-06-19,35.0
Refresher,2023-06-20,50.0
Refresher,2023-06-21,70.0
Refresher,2023-06-22,70.0
Refresher,2023-06-23,15.0
Refresher,2023-06-24,30.0
Refresher,2023-06-25,5.0
Refresher,2023-06-26,45.0
Refresher,2023-06-27,75.0
Refresher,2023-06-28,10.0
Refresher,2023-06-29,70.0
Refresher,2023-06-30,20.0
Refresher,2023-07-01,20.0
Refresher,2023-07-02,10.0
Refresher,2023-07-03,55.0
Refresher,2023-07-04,45.0
Refresher,2023-07-05,90.0
Refresher,2023-07-06,40.0
Refresher,2023-07-07,25.0
Refresher,2023-07-08,30.0
Refresher,2023-07-09,0.0
Refresher,2023-07-10,30.0
Refresher,2023-07-11,45.0
Refresher,2023-07-12,40.0
Refresher,2023-07-13,0.0
Refresher,2023-07-14,40.0
Refresher,2023-07-15,5.0
Refresher,2023-07-16,30.0
Refresher,2023-07-17,30.0
Refresher,2023-07-18,55.0
Refresher,2023-07-19,25.0
Refresher,2023-07-20,15.0
Refresher,2023-07-21,30.0
Refresher,2023-07-22,15.0
Refresher,2023-07-23,40.0
Refresher,2023-07-24,70.0
Refresher,2023-07-25,75.0
Refresher,2023-07-26,65.0
Refresher,2023-07-27,25.0
Refresher,2023-07-28,30.0
Refresher,2023-07-29,0.0
Refresher,2023-07-30,0.0
Refresher,2023-07-31,10.0
Refresher,2023-08-01,20.0
Refresher,2023-08-02,55.0
Refresher,2023-08-03,55.0
Refresher,2023-08-04,65.0
Refresher,2023-08-05,20.0
Refresher,2023-08-06,20.0
Refresher,2023-08-07,100.0
Refresher,2023-08-08,55.0
Refresher,2023-08-09,55.0
Refresher,2023-08-10,15.0
Refresher,2023-08-11,25.0
Refresher,2023-08-12,15.0
Refresher,2023-08-13,60.0
Refresher,2023-08-14,30.0
Refresher,2023-08-15,25.0
Refresher,2023-08-16,60.0
Refresher,2023-08-17,30.0
Refresher,2023-08-18,25.0
Refresher,2023-08-19,10.0
Refresher,2023-08-20,15.0
Refresher,2023-08-21,45.0
Refresher,2023-08-22,30.0
Refresher,2023-08-23,25.0
Refresher,2023-08-24,70.0
Refresher,2023-08-25,85.0
Refresher,2023-08-26,15.0
Refresher,2023-08-27,15.0
Refresher,2023-08-28,45.0
Refresher,2023-08-29,60.0
Refresher,2023-08-30,20.0
Refresher,2023-08-31,105.0
Refresher,2023-09-01,0.0
Refresher,2023-09-02,0.0
Refresher,2023-09-03,20.0
Refresher,2023-09-04,20.0
Refresher,2023-09-05,30.0
Refresher,2023-09-06,30.0
Refresher,2023-09-07,15.0
Refresher,2023-09-08,40.0
Refresher,2023-09-09,0.0
Refresher,2023-09-10,0.0
Refresher,2023-09-11,5.0
Refresher,2023-09-12,45.0
Refresher,2023-09-13,10.0
Refresher,2023-09-14,0.0
Refresher,2023-09-15,40.0
Refresher,2023-09-16,5.0
Refresher,2023-09-17,10.0
Refresher,2023-09-18,45.0
Refresher,2023-09-19,20.0
Refresher,2023-09-20,25.0
Refresher,2023-09-21,20.0
Refresher,2023-09-22,55.0
Refresher,2023-09-23,15.0
Refresher,2023-09-24,25.0
Refresher,2023-09-25,10.0
Refresher,2023-09-26,20.0
Refresher,2023-09-27,20.0
Refresher,2023-09-28,20.0
Refresher,2023-09-29,5.0
Refresher,2023-09-30,0.0
Refresher,2023-10-01,0.0
Refresher,2023-10-02,20.0
Refresher,2023-10-03,0.0
Refresher,2023-10-04,15.0
Refresher,2023-10-05,10.0
Refresher,2023-10-06,10.0
Refresher,2023-10-07,20.0
Refresher,2023-10-08,0.0
Refresher,2023-10-09,5.0
Refresher,2023-10-10,5.0
Refresher,2023-10-11,35.0
Refresher,2023-10-12,20.0
Refresher,2023-10-13,15.0
Refresher,2023-10-14,10.0
Refresher,2023-10-15,0.0
Refresher,2023-10-16,0.0
Refresher,2023-10-17,15.0
Refresher,2023-10-18,20.0
Refresher,2023-10-19,25.0
Refresher,2023-10-20,20.0
Refresher,2023-10-21,0.0
Refresher,2023-10-22,5.0
Refresher,2023-10-23,45.0
Refresher,2023-10-24,25.0
Refresher,2023-10-25,35.0
Refresher,2023-10-26,0.0
Refresher,2023-10-27,40.0
Refresher,2023-10-28,0.0
Refresher,2023-10-29,0.0
Refresher,2023-10-30,40.0
Refresher,2023-10-31,0.0
Refresher,2023-11-01,20.0
Refresher,2023-11-02,0.0
Refresher,2023-11-03,30.0
Refresher,2023-11-04,0.0
Refresher,2023-11-05,0.0
Refresher,2023-11-06,10.0
Refresher,2023-11-07,0.0
Refresher,2023-11-08,0.0
Refresher,2023-11-09,30.0
Refresher,2023-11-10,20.0
Refresher,2023-11-11,10.0
Refresher,2023-11-12,0.0
Refresher,2023-11-13,50.0
Refresher,2023-11-14,10.0
Refresher,2023-11-15,35.0
Refresher,2023-11-16,5.0
Refresher,2023-11-17,20.0
Refresher,2023-11-18,0.0
Refresher,2023-11-19,0.0
Refresher,2023-11-20,10.0
Refresher,2023-11-21,10.0
Refresher,2023-11-22,35.0
Refresher,2023-11-23,0.0
Refresher,2023-11-24,30.0
Refresher,2023-11-25,0.0
Refresher,2023-11-26,0.0
Refresher,2023-11-27,35.0
Refresher,2023-11-28,15.0
Refresher,2023-11-29,5.0
Refresher,2023-11-30,0.0
Refresher,2023-12-01,15.0
Refresher,2023-12-02,10.0
Refresher,2023-12-03,15.0
